Rounds	x%	o%	t%
8350	1.000000	0.000000	0.000000
8400	1.000000	0.000000	0.000000
8450	1.000000	0.000000	0.000000
8500	1.000000	0.000000	0.000000
8550	1.000000	0.000000	0.000000
8600	1.000000	0.000000	0.000000
8650	1.000000	0.000000	0.000000
8700	1.000000	0.000000	0.000000
8750	1.000000	0.000000	0.000000
8800	1.000000	0.000000	0.000000
8850	1.000000	0.000000	0.000000
8900	1.000000	0.000000	0.000000
8950	1.000000	0.000000	0.000000
9000	1.000000	0.000000	0.000000
9050	1.000000	0.000000	0.000000
9100	1.000000	0.000000	0.000000
9150	1.000000	0.000000	0.000000
9200	1.000000	0.000000	0.000000
9250	1.000000	0.000000	0.000000
9300	1.000000	0.000000	0.000000
9350	1.000000	0.000000	0.000000
9400	1.000000	0.000000	0.000000
9450	1.000000	0.000000	0.000000
9500	1.000000	0.000000	0.000000
9550	1.000000	0.000000	0.000000
9600	1.000000	0.000000	0.000000
9650	1.000000	0.000000	0.000000
9700	1.000000	0.000000	0.000000
9750	1.000000	0.000000	0.000000
9800	1.000000	0.000000	0.000000
9850	1.000000	0.000000	0.000000
9900	1.000000	0.000000	0.000000
9950	1.000000	0.000000	0.000000
10000	1.000000	0.000000	0.000000
