Rounds	x%	o%	t%
5750	0.000000	0.000000	1.000000
5800	0.000000	0.000000	1.000000
5850	0.000000	0.020000	0.980000
5900	0.000000	0.000000	1.000000
5950	0.000000	0.000000	1.000000
6000	0.000000	0.040000	0.960000
6050	0.000000	0.000000	1.000000
6100	0.000000	0.000000	1.000000
6150	0.000000	0.000000	1.000000
6200	0.000000	0.000000	1.000000
6250	0.000000	0.000000	1.000000
6300	0.000000	0.000000	1.000000
6350	0.000000	0.060000	0.940000
6400	0.000000	0.000000	1.000000
6450	0.000000	0.000000	1.000000
6500	0.000000	0.000000	1.000000
6550	0.000000	0.000000	1.000000
6600	0.000000	0.000000	1.000000
6650	0.000000	0.000000	1.000000
6700	0.000000	0.000000	1.000000
6750	0.000000	0.000000	1.000000
6800	0.000000	0.000000	1.000000
6850	0.000000	0.000000	1.000000
6900	0.000000	0.000000	1.000000
6950	0.000000	0.020000	0.980000
7000	0.000000	0.000000	1.000000
7050	0.000000	0.000000	1.000000
7100	0.000000	0.000000	1.000000
7150	0.000000	0.000000	1.000000
7200	0.000000	0.000000	1.000000
7250	0.000000	0.000000	1.000000
7300	0.000000	0.000000	1.000000
7350	0.000000	0.000000	1.000000
7400	0.000000	0.000000	1.000000
7450	0.000000	0.000000	1.000000
7500	0.000000	0.000000	1.000000
7550	0.000000	0.000000	1.000000
7600	0.000000	0.000000	1.000000
7650	0.000000	0.000000	1.000000
7700	0.000000	0.000000	1.000000
7750	0.000000	0.000000	1.000000
7800	0.000000	0.000000	1.000000
7850	0.000000	0.000000	1.000000
7900	0.000000	0.000000	1.000000
7950	0.000000	0.000000	1.000000
8000	0.000000	0.000000	1.000000
8050	0.000000	0.000000	1.000000
8100	0.000000	0.000000	1.000000
8150	0.000000	0.000000	1.000000
8200	0.000000	0.000000	1.000000
8250	0.000000	0.000000	1.000000
8300	0.000000	0.000000	1.000000
8350	0.000000	0.000000	1.000000
8400	0.000000	0.000000	1.000000
8450	0.000000	0.000000	1.000000
8500	0.000000	0.000000	1.000000
8550	0.000000	0.000000	1.000000
8600	0.000000	0.000000	1.000000
8650	0.000000	0.000000	1.000000
8700	0.000000	0.000000	1.000000
8750	0.000000	0.000000	1.000000
8800	0.000000	0.000000	1.000000
8850	0.000000	0.000000	1.000000
8900	0.000000	0.000000	1.000000
8950	0.000000	0.000000	1.000000
9000	0.000000	0.000000	1.000000
9050	0.000000	0.000000	1.000000
9100	0.000000	0.000000	1.000000
9150	0.000000	0.000000	1.000000
9200	0.000000	0.000000	1.000000
9250	0.000000	0.000000	1.000000
9300	0.000000	0.000000	1.000000
9350	0.000000	0.000000	1.000000
9400	0.000000	0.000000	1.000000
9450	0.000000	0.000000	1.000000
9500	0.000000	0.000000	1.000000
9550	0.000000	0.000000	1.000000
9600	0.000000	0.000000	1.000000
9650	0.000000	0.000000	1.000000
9700	0.000000	0.000000	1.000000
9750	0.000000	0.000000	1.000000
9800	0.000000	0.000000	1.000000
9850	0.000000	0.000000	1.000000
9900	0.000000	0.000000	1.000000
9950	0.000000	0.000000	1.000000
10000	0.000000	0.000000	1.000000
